Time[s],Ecc[deg],Inc[deg],SMA[km],AOP[deg],RAAN[deg],MA[deg],Lat[deg],Lon[deg],Alt[km],x[km],y[km],z[km],vx[km/s],vy[km/s],vz[km/s]
65039,6.56216e-16,98.7089,7203.14,0,0.741944,244.029,-62.8428,12.6846,841.906,-3166.76,939.597,-6401.09,6.68075,0.579801,-3.22001
65099,2.65629e-16,98.7089,7203.14,0,0.742629,247.576,-66.1513,9.55361,842.87,-2760.58,972.491,-6581.69,6.87024,0.518755,-2.80496
65159,2.12831e-16,98.7089,7203.14,0,0.743313,251.122,-69.3886,5.56902,843.72,-2343.84,1001.67,-6737.08,7.03341,0.455726,-2.37917
65219,9.92799e-16,98.7089,7203.14,0,0.743998,254.668,-72.5164,0.292306,844.444,-1918.11,1027.02,-6866.68,7.16966,0.390955,-1.94427
65279,2.59039e-16,98.7089,7203.14,0,0.744682,258.214,-75.4649,352.985,845.031,-1485.05,1048.45,-6969.98,7.27845,0.32469,-1.50193
65339,1.32814e-16,98.7089,7203.14,0,0.745367,261.76,-78.1014,342.426,845.472,-1046.29,1065.88,-7046.59,7.35937,0.257185,-1.05383
65399,1.69735e-17,98.7089,7203.14,0,0.746051,265.306,-80.1727,326.921,845.76,-603.531,1079.24,-7096.21,7.41211,0.188696,-0.6017
65459,1.28683e-16,98.7089,7203.14,0,0.746735,268.852,-81.2675,305.739,845.891,-158.46,1088.47,-7118.66,7.43647,0.119485,-0.147264
65519,1.28403e-16,98.7089,7203.14,0,0.74742,272.399,-81.0218,282.489,845.863,287.218,1093.55,-7113.85,7.43235,0.0498169,0.307735
65579,1.38131e-16,98.7089,7203.14,0,0.748104,275.945,-79.5294,263.186,845.676,731.796,1094.44,-7081.8,7.39977,-0.0200424,0.761557
65639,9.51863e-16,98.7089,7203.14,0,0.748789,279.491,-77.2195,249.62,845.334,1173.57,1091.16,-7022.63,7.33886,-0.089826,1.21246
65699,8.48673e-16,98.7089,7203.14,0,0.749473,283.037,-74.4517,240.384,844.84,1610.85,1083.71,-6936.57,7.24985,-0.159267,1.65872
65759,7.80779e-16,98.7089,7203.14,0,0.750158,286.583,-71.4289,233.904,844.204,2041.97,1072.12,-6823.94,7.13307,-0.228101,2.09863
65819,1.45247e-16,98.7089,7203.14,0,0.750842,290.129,-68.2566,229.148,843.434,2465.26,1056.44,-6685.18,6.98899,-0.296065,2.53051
65879,1.28403e-16,98.7089,7203.14,0,0.751527,293.676,-64.9908,225.504,842.542,2879.12,1036.72,-6520.82,6.81813,-0.362899,2.95269
65939,1.35788e-16,98.7089,7203.14,0,0.752211,297.222,-61.6631,222.604,841.541,3281.94,1013.04,-6331.49,6.62118,-0.428347,3.36357
65999,0,98.7089,7203.14,0,0.752895,300.768,-58.2922,220.222,840.448,3672.21,985.486,-6117.92,6.39886,-0.49216,3.76156
66059,8.14726e-16,98.7089,7203.14,0,0.75358,304.314,-54.8899,218.211,839.278,4048.41,954.171,-5880.92,6.15205,-0.554094,4.14515
66119,1.28403e-16,98.7089,7203.14,0,0.754264,307.86,-51.4639,216.475,838.049,4409.11,919.211,-5621.39,5.88168,-0.613912,4.51287
66179,9.19221e-16,98.7089,7203.14,0,0.754949,311.406,-48.0192,214.946,836.78,4752.92,880.739,-5340.34,5.58878,-0.671386,4.86331
66239,7.46832e-16,98.7089,7203.14,0,0.755633,314.952,-44.5597,213.577,835.491,5078.54,838.902,-5038.84,5.27449,-0.726297,5.19512
66299,3.91146e-16,98.7089,7203.14,0,0.756318,318.499,-41.088,212.333,834.2,5384.7,793.861,-4718.05,4.94,-0.778433,5.50704
66359,8.8262e-16,98.7089,7203.14,0,0.757002,322.045,-37.6062,211.188,832.929,5670.25,745.786,-4379.18,4.58659,-0.827597,5.79787
66419,7.46832e-16,98.7089,7203.14,0,0.757687,325.591,-34.1157,210.123,831.695,5934.09,694.863,-4023.55,4.21562,-0.873601,6.0665
66479,3.85208e-16,98.7089,7203.14,0,0.758371,329.137,-30.618,209.123,830.519,6175.2,641.284,-3652.51,3.82851,-0.916268,6.31189
66539,9.84594e-16,98.7089,7203.14,0,0.759056,332.683,-27.114,208.174,829.419,6392.67,585.255,-3267.48,3.42674,-0.955436,6.53312
66599,8.91911e-16,98.7089,7203.14,0,0.75974,336.229,-23.6047,207.268,828.411,6585.66,526.99,-2869.94,3.01185,-0.990955,6.72933
66659,6.78938e-17,98.7089,7203.14,0,0.760424,339.775,-20.0909,206.395,827.51,6753.43,466.711,-2461.41,2.58542,-1.02269,6.89976
66719,8.8262e-16,98.7089,7203.14,0,0.761109,343.322,-16.5734,205.55,826.731,6895.34,404.648,-2043.46,2.1491,-1.05052,7.04378
66779,8.8262e-16,98.7089,7203.14,0,0.761793,346.868,-13.0529,204.726,826.087,7010.85,341.039,-1617.68,1.70454,-1.07433,7.16082
66839,9.25517e-16,98.7089,7203.14,0,0.762478,350.414,-9.52997,203.917,825.586,7099.51,276.127,-1185.7,1.25346,-1.09405,7.25044
66899,8.75118e-16,98.7089,7203.14,0,0.763162,353.96,-6.00535,203.12,825.236,7160.99,210.159,-749.184,0.797577,-1.10958,7.3123
66959,9.08711e-16,98.7089,7203.14,0,0.763847,357.506,-2.47966,202.33,825.043,7195.05,143.387,-309.798,0.338642,-1.12088,7.34616
67019,1.30144e-16,98.7089,7203.14,0,0.764531,1.0524,1.04647,201.543,825.011,7201.55,76.0665,130.773,-0.12159,-1.12789,7.35188
67079,0,98.7089,7203.14,0,0.765216,4.59855,4.57241,200.755,825.139,7180.48,8.45461,570.844,-0.581356,-1.1306,7.32945
67139,0,98.7089,7203.14,0,0.7659,8.14471,8.09754,199.961,825.425,7131.91,-59.1904,1008.73,-1.0389,-1.12898,7.27895
67199,2.76262e-16,98.7089,7203.14,0,0.766584,11.6909,11.6212,199.158,825.865,7056.04,-126.61,1442.75,-1.49246,-1.12306,7.20058
67259,0,98.7089,7203.14,0,0.767269,15.237,15.1428,198.341,826.453,6953.14,-193.547,1871.25,-1.9403,-1.11284,7.09463
67319,1.32814e-16,98.7089,7203.14,0,0.767953,18.7832,18.6616,197.505,827.178,6823.62,-259.746,2292.58,-2.38072,-1.09838,6.96152
67379,1.45247e-16,98.7089,7203.14,0,0.768638,22.3293,22.177,196.644,828.031,6667.97,-324.954,2705.13,-2.81202,-1.07972,6.80175
67439,1.28403e-16,98.7089,7203.14,0,0.769322,25.8755,25.6882,195.752,828.997,6486.79,-388.921,3107.33,-3.23255,-1.05693,6.61593
67499,3.85208e-16,98.7089,7203.14,0,0.770007,29.4216,29.1945,194.822,830.062,6280.77,-451.403,3497.62,-3.64071,-1.03011,6.40478
67559,0,98.7089,7203.14,0,0.770691,32.9678,32.6949,193.843,831.209,6050.7,-512.162,3874.52,-4.03492,-0.99935,6.1691
67619,0,98.7089,7203.14,0,0.771376,36.5139,36.1884,192.806,832.422,5797.46,-570.966,4236.58,-4.41368,-0.964774,5.90979
67679,6.78938e-17,98.7089,7203.14,0,0.77206,40.0601,39.6739,191.696,833.68,5522.03,-627.589,4582.42,-4.77555,-0.926512,5.62786
67739,1.28403e-16,98.7089,7203.14,0,0.772745,43.6062,43.15,190.496,834.965,5225.44,-681.816,4910.71,-5.11912,-0.884711,5.32437
67799,2.40777e-16,98.7089,7203.14,0,0.773429,47.1524,46.6147,189.181,836.257,4908.85,-733.44,5220.2,-5.44309,-0.83953,5.00049
67859,1.45247e-16,98.7089,7203.14,0,0.774113,50.6985,50.0658,187.722,837.537,4573.46,-782.262,5509.7,-5.74623,-0.791141,4.65747
67919,3.62942e-16,98.7089,7203.14,0,0.774798,54.2447,53.4999,186.077,838.784,4220.56,-828.097,5778.09,-6.02735,-0.73973,4.29661
67979,2.56805e-16,98.7089,7203.14,0,0.775482,57.7908,56.9127,184.187,839.981,3851.49,-870.77,6024.37,-6.2854,-0.685493,3.9193
68039,1.45247e-16,98.7089,7203.14,0,0.776167,61.337,60.2974,181.97,841.107,3467.68,-910.117,6247.57,-6.51938,-0.628636,3.52698
68099,1.28403e-16,98.7089,7203.14,0,0.776851,64.8831,63.6445,179.303,842.147,3070.59,-945.988,6446.84,-6.72839,-0.569377,3.12115
68159,2.03682e-16,98.7089,7203.14,0,0.777536,68.4293,66.9383,175.995,843.085,2661.75,-978.246,6621.43,-6.91165,-0.507943,2.70337
68219,2.59039e-16,98.7089,7203.14,0,0.77822,71.9755,70.1536,171.749,843.906,2242.71,-1006.77,6770.66,-7.06843,-0.444567,2.27523
68279,3.4988e-16,98.7089,7203.14,0,0.778905,75.5216,73.2463,166.066,844.598,1815.08,-1031.45,6893.97,-7.19815,-0.379493,1.83839
68339,1.32814e-16,98.7089,7203.14,0,0.779589,79.0678,76.1353,158.109,845.151,1380.5,-1052.18,6990.88,-7.3003,-0.312968,1.3945
68399,3.39469e-17,98.7089,7203.14,0,0.780273,82.6139,78.6649,146.52,845.556,940.642,-1068.9,7061.01,-7.37451,-0.245247,0.945279
68459,2.58064e-16,98.7089,7203.14,0,0.780958,86.1601,80.5433,129.609,845.806,497.177,-1081.54,7104.11,-7.42047,-0.176588,0.492434
68519,1.06084e-18,98.7089,7203.14,0,0.781642,89.7062,81.3369,107.392,845.899,51.8091,-1090.04,7120,-7.43802,-0.107253,0.0377032
68579,1.2952e-16,98.7089,7203.14,0,0.782327,93.2524,80.762,84.6314,845.832,-393.757,-1094.38,7108.62,-7.42709,-0.0375083,-0.417172
68639,3.4988e-16,98.7089,7203.14,0,0.783011,96.7985,79.0315,66.7373,845.608,-837.816,-1094.54,7070.03,-7.38771,0.032381,-0.87045
68699,6.42911e-16,98.7089,7203.14,0,0.783696,100.345,76.585,54.3783,845.228,-1278.67,-1090.52,7004.36,-7.32005,0.102148,-1.32039
68759,2.59039e-16,98.7089,7203.14,0,0.78438,103.891,73.7421,45.9299,844.7,-1714.62,-1082.34,6911.86,-7.22436,0.171525,-1.76528
68819,3.73768e-16,98.7089,7203.14,0,0.785065,107.437,70.6761,39.94,844.03,-2144.01,-1070.02,6792.9,-7.10101,0.240248,-2.20341
68879,1.28403e-16,98.7089,7203.14,0,0.785749,110.983,67.4774,35.4964,843.23,-2565.19,-1053.61,6647.93,-6.95046,0.308055,-2.6331
68939,2.56805e-16,98.7089,7203.14,0,0.786434,114.529,64.1944,32.0583,842.31,-2976.54,-1033.18,6477.5,-6.7733,0.374685,-3.05271
68999,1.28403e-16,98.7089,7203.14,0,0.787118,118.075,60.855,29.2999,841.286,-3376.5,-1008.8,6282.26,-6.57021,0.439886,-3.46063
69059,6.78938e-17,98.7089,7203.14,0,0.787802,121.622,57.4756,27.0181,840.173,-3763.53,-980.569,6062.97,-6.34195,0.503407,-3.85529
69119,8.14726e-16,98.7089,7203.14,0,0.788487,125.168,54.067,25.0809,838.987,-4136.15,-948.591,5820.46,-6.08941,0.565006,-4.23519
69179,1.01841e-15,98.7089,7203.14,0,0.789171,128.714,50.6361,23.3997,837.746,-4492.92,-912.989,5555.66,-5.81356,0.624447,-4.59887
69239,0,98.7089,7203.14,0,0.789856,132.26,47.1876,21.913,836.471,-4832.5,-873.899,5269.58,-5.51544,0.681505,-4.94495
69299,1.45247e-16,98.7089,7203.14,0,0.79054,135.806,43.7249,20.5769,835.179,-5153.57,-831.47,4963.33,-5.1962,0.73596,-5.27208
69359,9.50514e-16,98.7089,7203.14,0,0.791225,139.352,40.2506,19.3592,833.892,-5454.91,-785.865,4638.07,-4.85707,0.787604,-5.57903
69419,8.14726e-16,98.7089,7203.14,0,0.791909,142.899,36.7665,18.2355,832.628,-5735.35,-737.257,4295.04,-4.49934,0.836241,-5.86461
69479,9.50514e-16,98.7089,7203.14,0,0.792594,146.445,33.2742,17.1874,831.406,-5993.84,-685.833,3935.57,-4.12438,0.881684,-6.12774
69539,7.2233e-16,98.7089,7203.14,0,0.793278,149.991,29.7749,16.2003,830.247,-6229.37,-631.788,3561.03,-3.73362,0.92376,-6.3674
69599,6.78938e-17,98.7089,7203.14,0,0.793962,153.537,26.2696,15.2627,829.167,-6441.06,-575.329,3172.86,-3.32857,0.962308,-6.58267
69659,4.92297e-16,98.7089,7203.14,0,0.794647,157.083,22.7591,14.3651,828.183,-6628.07,-516.671,2772.53,-2.91078,0.997181,-6.77274
69719,1.09386e-15,98.7089,7203.14,0,0.795331,160.629,19.2444,13.4997,827.311,-6789.71,-456.04,2361.59,-2.48184,1.02825,-6.93688
69779,8.24782e-16,98.7089,7203.14,0,0.796016,164.175,15.7261,12.6598,826.564,-6925.35,-393.665,1941.6,-2.04339,1.05538,-7.07444
69839,8.91911e-16,98.7089,7203.14,0,0.7967,167.722,12.2049,11.8399,825.952,-7034.47,-329.786,1514.18,-1.59712,1.07849,-7.18492
69899,8.8262e-16,98.7089,7203.14,0,0.797385,171.268,8.6815,11.0347,825.487,-7116.65,-264.646,1080.96,-1.14474,1.09748,-7.26789
69959,1.03589e-15,98.7089,7203.14,0,0.798069,174.814,5.15657,10.2398,825.175,-7171.58,-198.495,643.595,-0.68797,1.11227,-7.32302
70019,4.63686e-16,98.7089,7203.14,0,0.798754,178.36,1.63072,9.45081,825.021,-7199.05,-131.584,203.77,-0.228568,1.12282,-7.35011
70079,4.32823e-16,98.7089,7203.14,0,0.799438,181.906,-1.89542,8.6637,825.027,-7198.96,-64.1702,-236.835,0.231709,1.12908,-7.34905
70139,5.73103e-16,98.7089,7203.14,0,0.800123,185.452,-5.42123,7.87442,825.193,-7171.3,3.49008,-676.534,0.691099,1.13102,-7.31985
70199,4.4131e-16,98.7089,7203.14,0,0.800807,188.998,-8.94606,7.07888,825.517,-7116.18,71.1379,-1113.64,1.14784,1.12865,-7.26262
70259,4.07363e-16,98.7089,7203.14,0,0.801491,192.545,-12.4693,6.27277,825.993,-7033.81,138.515,-1546.48,1.60019,1.12196,-7.17758
70319,5.25144e-16,98.7089,7203.14,0,0.802176,196.091,-15.9903,5.4515,826.615,-6924.5,205.364,-1973.41,2.04641,1.11099,-7.06505
70379,4.92297e-16,98.7089,7203.14,0,0.80286,199.637,-19.5083,4.60995,827.372,-6788.68,271.429,-2392.77,2.48479,1.09577,-6.92547
70439,4.2712e-16,98.7089,7203.14,0,0.803545,203.183,-23.0228,3.74236,828.253,-6626.87,336.459,-2802.97,2.91366,1.07637,-6.75937
70499,6.62816e-16,98.7089,7203.14,0,0.804229,206.729,-26.5329,2.84204,829.245,-6439.68,400.204,-3202.44,3.33138,1.05286,-6.56738
70559,3.39469e-16,98.7089,7203.14,0,0.804914,210.275,-30.0378,1.90105,830.331,-6227.83,462.422,-3589.64,3.73633,1.02532,-6.35024
70619,3.91146e-16,98.7089,7203.14,0,0.805598,213.822,-33.5366,0.909831,831.496,-5992.13,522.874,-3963.1,4.12698,0.993872,-6.10879
70679,1.08882e-15,98.7089,7203.14,0,0.806283,217.368,-37.0284,359.857,832.721,-5733.49,581.33,-4321.38,4.50182,0.958624,-5.84394
70739,8.86317e-16,98.7089,7203.14,0,0.806967,220.914,-40.5118,358.727,833.988,-5452.9,637.566,-4663.12,4.85943,0.919713,-5.55672
70799,8.8262e-16,98.7089,7203.14,0,0.807651,224.46,-43.9853,357.501,835.276,-5151.42,691.367,-4986.99,5.19843,0.877288,-5.24821
70859,1.35788e-16,98.7089,7203.14,0,0.808336,228.006,-47.447,356.155,836.567,-4830.22,742.529,-5291.77,5.51752,0.831512,-4.91961
70919,6.78938e-17,98.7089,7203.14,0,0.80902,231.552,-50.8943,354.655,837.841,-4490.53,790.855,-5576.29,5.81549,0.782559,-4.57217
70979,1.45247e-16,98.7089,7203.14,0,0.809705,235.098,-54.3237,352.957,839.078,-4133.63,836.16,-5839.45,6.09119,0.730616,-4.20722
71039,1.0256e-15,98.7089,7203.14,0,0.810389,238.645,-57.7304,350.998,840.259,-3760.91,878.273,-6080.25,6.34356,0.675882,-3.82616
71099,9.59147e-16,98.7089,7203.14,0,0.811074,242.191,-61.1072,348.685,841.366,-3373.79,917.031,-6297.76,6.57164,0.618565,-3.43044
71159,6.78938e-17,98.7089,7203.14,0,0.811758,245.737,-64.4431,345.884,842.383,-2973.75,952.287,-6491.16,6.77456,0.558884,-3.02159
71219,1.45247e-16,98.7089,7203.14,0,0.812443,249.283,-67.7209,342.384,843.294,-2562.33,983.906,-6659.7,6.95154,0.497068,-2.60117
71279,3.39469e-17,98.7089,7203.14,0,0.813127,252.829,-70.9117,337.846,844.085,-2141.09,1011.77,-6802.74,7.10189,0.433352,-2.17079
71339,2.59039e-16,98.7089,7203.14,0,0.813812,256.375,-73.9647,331.709,844.745,-1711.65,1035.76,-6919.73,7.22506,0.36798,-1.7321
71399,0,98.7089,7203.14,0,0.814496,259.922,-76.7854,323.025,845.262,-1275.66,1055.8,-7010.22,7.32056,0.301202,-1.28677
71459,2.56805e-16,98.7089,7203.14,0,0.81518,263.468,-79.1914,310.301,845.63,-834.788,1071.81,-7073.87,7.38802,0.233272,-0.836517
71519,1.28403e-16,98.7089,7203.14,0,0.815865,267.014,-80.8506,291.962,845.843,-390.716,1083.73,-7110.42,7.4272,0.16445,-0.383059
71579,8.84742e-16,98.7089,7203.14,0,0.816549,270.56,-81.324,269.009,845.897,54.8511,1091.5,-7119.75,7.43793,0.094999,0.0718664
71639,5.13681e-16,98.7089,7203.14,0,0.817234,274.106,-80.4342,247.086,845.793,500.208,1095.11,-7101.81,7.42019,0.0251841,0.526516
71699,1.28403e-16,98.7089,7203.14,0,0.817918,277.652,-78.4929,230.618,845.53,943.65,1094.53,-7056.68,7.37403,-0.0447281,0.97915
71759,3.39469e-17,98.7089,7203.14,0,0.818603,281.198,-75.9283,219.362,845.114,1383.48,1089.77,-6984.53,7.29963,-0.11447,1.42803
71819,1.32814e-16,98.7089,7203.14,0,0.819287,284.745,-73.0199,211.616,844.551,1818.01,1080.85,-6885.62,7.19729,-0.183777,1.87145
71879,8.14726e-16,98.7089,7203.14,0,0.819972,288.291,-69.9158,206.064,843.849,2245.58,1067.8,-6760.36,7.06738,-0.252382,2.3077
71939,1.35788e-16,98.7089,7203.14,0,0.820656,291.837,-66.6934,201.902,843.019,2664.55,1050.67,-6609.2,6.91041,-0.320024,2.73511
71999,6.78938e-17,98.7089,7203.14,0,0.821341,295.383,-63.3948,198.651,842.073,3073.31,1029.53,-6432.73,6.72698,-0.386444,3.15205
72059,1.86884e-16,98.7089,7203.14,0,0.822025,298.929,-60.0445,196.023,841.026,3470.31,1004.46,-6231.63,6.51779,-0.45139,3.55691
72119,1.0256e-15,98.7089,7203.14,0,0.822709,302.475,-56.6573,193.834,839.893,3854.02,975.545,-6006.67,6.28365,-0.514612,3.94816
72179,1.0804e-15,98.7089,7203.14,0,0.823394,306.022,-53.2428,191.966,838.692,4222.97,942.906,-5758.7,6.02544,-0.575869,4.32429
72239,6.78938e-17,98.7089,7203.14,0,0.824078,309.568,-49.8072,190.336,837.442,4575.76,906.665,-5488.68,5.74416,-0.634928,4.68386
72299,6.78938e-17,98.7089,7203.14,0,0.824763,313.114,-46.3551,188.889,836.161,4911.02,866.961,-5197.65,5.44089,-0.691562,5.02549
72359,9.50514e-16,98.7089,7203.14,0,0.825447,316.66,-42.8894,187.584,834.868,5227.47,823.944,-4886.71,5.11678,-0.745556,5.34788
72419,8.8262e-16,98.7089,7203.14,0,0.826132,320.206,-39.4126,186.391,833.584,5523.91,777.779,-4557.05,4.77308,-0.796702,5.64978
72479,1.86884e-16,98.7089,7203.14,0,0.826816,323.752,-35.9264,185.287,832.329,5799.19,728.643,-4209.95,4.4111,-0.844806,5.93006
72539,4.08441e-16,98.7089,7203.14,0,0.827501,327.298,-32.4323,184.255,831.121,6052.27,676.722,-3846.72,4.03223,-0.889684,6.18762
72599,2.56805e-16,98.7089,7203.14,0,0.828185,330.845,-28.9314,183.281,829.979,6282.18,622.217,-3468.77,3.63792,-0.931164,6.42149
72659,9.19221e-16,98.7089,7203.14,0,0.828869,334.391,-25.4248,182.353,828.921,6488.02,565.333,-3077.53,3.22968,-0.969088,6.63077
72719,7.5779e-16,98.7089,7203.14,0,0.829554,337.937,-21.9133,181.464,827.963,6669.03,506.289,-2674.5,2.80907,-1.00331,6.81466
72779,1.32814e-16,98.7089,7203.14,0,0.830238,341.483,-18.3976,180.606,827.119,6824.5,445.311,-2261.24,2.37771,-1.0337,6.97245
72839,7.91267e-16,98.7089,7203.14,0,0.830923,345.029,-14.8785,179.771,826.404,6953.83,382.631,-1839.31,1.93724,-1.06014,7.10354
72899,8.8262e-16,98.7089,7203.14,0,0.831607,348.575,-11.3568,178.955,825.827,7056.54,318.488,-1410.34,1.48936,-1.08254,7.20742
72959,9.25517e-16,98.7089,7203.14,0,0.832292,352.122,-7.83295,178.153,825.398,7132.23,253.127,-975.971,1.03577,-1.1008,7.28371
73019,1.32814e-16,98.7089,7203.14,0,0.832976,355.668,-4.30774,177.36,825.123,7180.6,186.799,-537.863,0.578214,-1.11485,7.33211
73079,4.24336e-18,98.7089,7203.14,0,0.833661,359.214,-0.78176,176.571,825.008,7201.48,119.757,-97.6962,0.118446,-1.12465,7.35243
73139,1.28683e-16,98.7089,7203.14,0,0.834345,2.75996,2.74436,175.784,825.052,7194.79,52.2555,342.845,-0.341775,-1.13015,7.34459
73199,2.56805e-16,98.7089,7203.14,0,0.83503,6.30611,6.26999,174.994,825.257,7160.54,-15.4461,782.073,-0.800688,-1.13133,7.30863
73259,1.28403e-16,98.7089,7203.14,0,0.835714,9.85227,9.7945,174.196,825.618,7098.88,-83.0898,1218.31,-1.25653,-1.12819,7.24468
73319,3.39469e-17,98.7089,7203.14,0,0.836398,13.3984,13.3172,173.387,826.13,7010.03,-150.417,1649.87,-1.70757,-1.12075,7.15298
73379,0,98.7089,7203.14,0,0.837083,16.9446,16.8376,172.561,826.785,6894.34,-217.171,2075.12,-2.15206,-1.10902,7.0339
73439,6.78938e-17,98.7089,7203.14,0,0.837767,20.4907,20.3549,171.714,827.574,6752.25,-283.096,2492.43,-2.58832,-1.09305,6.88788
73499,1.86884e-16,98.7089,7203.14,0,0.838452,24.0369,23.8683,170.839,828.483,6584.31,-347.941,2900.19,-3.01466,-1.07291,6.71548
73559,2.65629e-16,98.7089,7203.14,0,0.839136,27.583,27.3772,169.93,829.498,6391.15,-411.457,3296.84,-3.42946,-1.04867,6.51737
73619,1.35788e-16,98.7089,7203.14,0,0.839821,31.1292,30.8808,168.978,830.605,6173.52,-473.403,3680.87,-3.83113,-1.02043,6.2943
73679,0,98.7089,7203.14,0,0.840505,34.6753,34.378,167.973,831.786,5932.25,-533.542,4050.8,-4.21813,-0.988286,6.04712
73739,1.86884e-16,98.7089,7203.14,0,0.84119,38.2215,37.8679,166.902,833.023,5668.26,-591.644,4405.22,-4.58897,-0.952367,5.77679
73799,1.86884e-16,98.7089,7203.14,0,0.841874,41.7676,41.349,165.751,834.297,5382.57,-647.486,4742.77,-4.94225,-0.912811,5.48434
73859,1.35788e-16,98.7089,7203.14,0,0.842558,45.3138,44.8199,164.499,835.588,5076.27,-700.856,5062.16,-5.2766,-0.869767,5.17089
73919,1.86884e-16,98.7089,7203.14,0,0.843243,48.8599,48.2784,163.119,836.876,4750.53,-751.55,5362.17,-5.59074,-0.8234,4.83763
73979,2.40777e-16,98.7089,7203.14,0,0.843927,52.4061,51.7218,161.577,838.143,4406.61,-799.373,5641.64,-5.88348,-0.773887,4.48585
74039,6.78938e-17,98.7089,7203.14,0,0.844612,55.9522,55.1463,159.822,839.368,4045.8,-844.144,5899.5,-6.15368,-0.721417,4.11689
74099,1.45247e-16,98.7089,7203.14,0,0.845296,59.4984,58.5465,157.787,840.533,3669.51,-885.692,6134.78,-6.40033,-0.666191,3.73217
74159,6.78938e-17,98.7089,7203.14,0,0.845981,63.0446,61.9146,155.372,841.62,3279.16,-923.856,6346.56,-6.62246,-0.608419,3.33315
74219,6.78938e-17,98.7089,7203.14,0,0.846665,66.5907,65.2384,152.425,842.613,2876.26,-958.493,6534.04,-6.81924,-0.548323,2.92137
74279,6.78938e-17,98.7089,7203.14,0,0.84735,70.1369,68.4985,148.713,843.496,2462.35,-989.468,6696.49,-6.9899,-0.486131,2.4984
74339,1.01841e-16,98.7089,7203.14,0,0.848034,73.683,71.662,143.853,844.256,2039,-1016.66,6833.31,-7.1338,-0.422081,2.06587
74399,3.39469e-17,98.7089,7203.14,0,0.848719,77.2292,74.6701,137.208,844.882,1607.85,-1039.98,6943.95,-7.25038,-0.356418,1.62542
74459,2.59039e-16,98.7089,7203.14,0,0.849403,80.7753,77.4122,127.708,845.365,1170.54,-1059.32,7028.01,-7.3392,-0.289393,1.17875
74519,3.38582e-16,98.7089,7203.14,0,0.850087,84.3215,79.6754,113.746,845.696,728.752,-1074.62,7085.15,-7.39991,-0.221261,0.727568
74579,1.28473e-16,98.7089,7203.14,0,0.850772,87.8676,81.0879,94.0178,845.871,284.171,-1085.81,7115.16,-7.43229,-0.152283,0.273598
74639,1.2952e-16,98.7089,7203.14,0,0.851456,91.4138,81.2293,70.6948,845.887,-161.497,-1092.85,7117.92,-7.43621,-0.0827225,-0.18142
74699,3.39469e-17,98.7089,7203.14,0,0.852141,94.9599,80.0452,49.8831,845.744,-606.548,-1095.72,7093.43,-7.41166,-0.0128448,-0.635743
74759,1.32814e-16,98.7089,7203.14,0,0.852825,98.5061,77.919,34.8056,845.444,-1049.27,-1094.4,7041.77,-7.35873,0.057083,-1.08763
74819,3.39469e-17,98.7089,7203.14,0,0.85351,102.052,75.2522,24.5456,844.992,-1487.98,-1088.91,6963.15,-7.27761,0.126794,-1.53536
74879,0,98.7089,7203.14,0,0.854194,105.598,72.2867,17.4263,844.394,-1921,-1079.25,6857.86,-7.16863,0.196021,-1.9772
74939,2.56805e-16,98.7089,7203.14,0,0.854879,109.145,69.1488,12.2675,843.66,-2346.65,-1065.47,6726.31,-7.0322,0.264501,-2.41147
74999,9.19221e-16,98.7089,7203.14,0,0.855563,112.691,65.905,8.35946,842.801,-2763.32,-1047.62,6569,-6.86885,0.331972,-2.83651
75059,9.59147e-16,98.7089,7203.14,0,0.856247,116.237,62.5922,5.28025,841.829,-3169.41,-1025.77,6386.54,-6.67919,0.398175,-3.25069
75119,6.78938e-17,98.7089,7203.14,0,0.856932,119.783,59.2319,2.77148,840.76,-3563.36,-1000,6179.62,-6.46395,0.462859,-3.65241
75179,2.03682e-16,98.7089,7203.14,0,0.857616,123.329,55.8375,0.668882,839.609,-3943.67,-970.414,5949.03,-6.22396,0.525775,-4.04016
75239,2.56805e-16,98.7089,7203.14,0,0.858301,126.875,52.4174,358.864,838.395,-4308.87,-937.118,5695.67,-5.96015,0.586684,-4.41243
75299,1.28403e-16,98.7089,7203.14,0,0.858985,130.421,48.9775,357.283,837.135,-4657.58,-900.241,5420.49,-5.6735,0.645353,-4.7678
75359,8.8262e-16,98.7089,7203.14,0,0.85967,133.968,45.5218,355.873,835.85,-4988.45,-859.925,5124.56,-5.36514,0.701558,-5.10491
75419,8.8262e-16,98.7089,7203.14,0,0.860354,137.514,42.0533,354.598,834.558,-5300.22,-816.324,4809,-5.03623,0.755084,-5.42248
75479,6.78938e-17,98.7089,7203.14,0,0.861039,141.06,38.574,353.428,833.279,-5591.69,-769.604,4475.03,-4.68803,0.805727,-5.71928
75539,8.8262e-16,98.7089,7203.14,0,0.861723,144.606,35.0858,352.343,832.033,-5861.76,-719.944,4123.92,-4.32189,0.853292,-5.99418
75599,8.8262e-16,98.7089,7203.14,0,0.862408,148.152,31.59,351.326,830.839,-6109.37,-667.533,3757.02,-3.93919,0.897599,-6.24613
75659,8.91911e-16,98.7089,7203.14,0,0.863092,151.698,28.0877,350.364,829.716,-6333.6,-612.571,3375.73,-3.54141,0.938478,-6.47416
