Time[s],Ecc[deg],Inc[deg],SMA[km],AOP[deg],RAAN[deg],MA[deg],Lat[deg],Lon[deg],Alt[km],x[km],y[km],z[km],vx[km/s],vy[km/s],vz[km/s]
32339,1.28403e-16,98.7089,7203.14,0,0.368919,111.376,67.117,187.351,843.133,-2618.88,-1032.52,6630.28,-6.92964,0.365935,-2.68014
32399,6.78938e-17,98.7089,7203.14,0,0.369603,114.922,63.8267,184.001,842.202,-3028.89,-1008.66,6457.06,-6.7491,0.431108,-3.09853
32459,9.50514e-16,98.7089,7203.14,0,0.370288,118.469,60.4821,181.304,841.167,-3427.3,-980.948,6259.12,-6.5427,0.494634,-3.50506
32519,6.78938e-17,98.7089,7203.14,0,0.370972,122.015,57.0991,179.066,840.044,-3812.58,-949.49,6037.21,-6.31126,0.556272,-3.89816
32579,6.78938e-17,98.7089,7203.14,0,0.371657,125.561,53.6877,177.161,838.852,-4183.27,-914.406,5792.18,-6.05564,0.615785,-4.27633
32639,2.90495e-16,98.7089,7203.14,0,0.372341,129.107,50.2546,175.504,837.606,-4537.93,-875.828,5524.97,-5.77684,0.672946,-4.63813
32699,0,98.7089,7203.14,0,0.373025,132.653,46.8044,174.036,836.328,-4875.22,-833.905,5236.61,-5.47592,0.727537,-4.98217
32759,6.78938e-17,98.7089,7203.14,0,0.37371,136.199,43.3403,172.714,835.036,-5193.84,-788.797,4928.19,-5.15403,0.77935,-5.30713
32819,3.62942e-16,98.7089,7203.14,0,0.374394,139.745,39.8648,171.508,833.75,-5492.58,-740.675,4600.89,-4.81241,0.828186,-5.61176
32879,3.39469e-16,98.7089,7203.14,0,0.375079,143.292,36.3798,170.394,832.49,-5770.28,-689.724,4255.98,-4.45236,0.873859,-5.89491
32939,1.09386e-15,98.7089,7203.14,0,0.375763,146.838,32.8866,169.353,831.274,-6025.89,-636.138,3894.77,-4.07526,0.916195,-6.15548
32999,1.28403e-16,98.7089,7203.14,0,0.376448,150.384,29.3866,168.372,830.123,-6258.42,-580.121,3518.65,-3.68255,0.955031,-6.39248
33059,6.78938e-17,98.7089,7203.14,0,0.377132,153.93,25.8807,167.439,829.053,-6466.98,-521.889,3129.05,-3.27574,0.990219,-6.605
33119,0,98.7089,7203.14,0,0.377817,157.476,22.3697,166.545,828.081,-6650.79,-461.662,2727.47,-2.85639,1.02163,-6.79223
33179,4.92297e-16,98.7089,7203.14,0,0.378501,161.022,18.8545,165.683,827.222,-6809.13,-399.672,2315.45,-2.4261,1.04913,-6.95344
33239,3.31408e-16,98.7089,7203.14,0,0.379186,164.569,15.3359,164.846,826.489,-6941.39,-336.155,1894.56,-1.98652,1.07263,-7.08803
33299,2.56805e-16,98.7089,7203.14,0,0.37987,168.115,11.8144,164.028,825.894,-7047.07,-271.353,1466.41,-1.53934,1.09203,-7.19548
33359,1.28403e-16,98.7089,7203.14,0,0.380554,171.661,8.29082,163.224,825.445,-7125.77,-205.515,1032.65,-1.08626,1.10726,-7.27537
33419,2.56805e-16,98.7089,7203.14,0,0.381239,175.207,4.76576,162.43,825.15,-7177.19,-138.891,594.93,-0.629023,1.11826,-7.32741
33479,8.91107e-16,98.7089,7203.14,0,0.381923,178.753,1.23984,161.641,825.014,-7201.12,-71.7358,154.936,-0.169376,1.12499,-7.35138
33539,1.28403e-16,98.7089,7203.14,0,0.382608,182.299,-2.28629,160.854,825.037,-7197.47,-4.30634,-285.652,0.29092,1.12742,-7.3472
33599,8.99593e-16,98.7089,7203.14,0,0.383292,185.845,-5.81202,160.064,825.221,-7166.27,63.14,-725.146,0.750101,1.12554,-7.31488
33659,5.40202e-16,98.7089,7203.14,0,0.383977,189.392,-9.33671,159.268,825.562,-7107.62,130.346,-1161.86,1.20641,1.11937,-7.25456
33719,5.25144e-16,98.7089,7203.14,0,0.384661,192.938,-12.8597,158.46,826.055,-7021.76,197.054,-1594.13,1.6581,1.10892,-7.16645
33779,5.77098e-16,98.7089,7203.14,0,0.385346,196.484,-16.3804,157.637,826.693,-6909.01,263.01,-2020.29,2.10344,1.09423,-7.0509
33839,6.00801e-16,98.7089,7203.14,0,0.38603,200.03,-19.8981,156.793,827.464,-6769.81,327.962,-2438.72,2.54073,1.07537,-6.90835
33899,4.2712e-16,98.7089,7203.14,0,0.386714,203.576,-23.4121,155.922,828.358,-6604.68,391.661,-2847.81,2.96828,1.0524,-6.73935
33959,5.43151e-16,98.7089,7203.14,0,0.387399,207.122,-26.9217,155.018,829.361,-6414.26,453.865,-3245.99,3.38447,1.0254,-6.54453
34019,4.75257e-16,98.7089,7203.14,0,0.388083,210.668,-30.426,154.072,830.457,-6199.28,514.336,-3631.74,3.7877,0.994495,-6.32466
34079,4.07363e-16,98.7089,7203.14,0,0.388768,214.215,-33.9241,153.074,831.629,-5960.57,572.843,-4003.59,4.17643,0.959786,-6.08056
34139,2.40777e-16,98.7089,7203.14,0,0.389452,217.761,-37.415,152.013,832.86,-5699.02,629.162,-4360.1,4.54917,0.921411,-5.81319
34199,3.39469e-16,98.7089,7203.14,0,0.390137,221.307,-40.8973,150.874,834.13,-5415.66,683.078,-4699.92,4.90448,0.879517,-5.52355
34259,4.75257e-16,98.7089,7203.14,0,0.390821,224.853,-44.3696,149.636,835.42,-5111.56,734.385,-5021.74,5.24102,0.834263,-5.21275
34319,7.46832e-16,98.7089,7203.14,0,0.391506,228.399,-47.8299,148.274,836.71,-4787.88,782.888,-5324.33,5.55748,0.785821,-4.882
34379,8.91911e-16,98.7089,7203.14,0,0.39219,231.945,-51.2754,146.755,837.98,-4445.88,828.4,-5606.53,5.85267,0.734378,-4.53255
34439,2.65629e-16,98.7089,7203.14,0,0.392875,235.492,-54.7026,145.032,839.212,-4086.84,870.749,-5867.26,6.12544,0.68013,-4.16574
34499,6.90974e-16,98.7089,7203.14,0,0.393559,239.038,-58.1064,143.038,840.386,-3712.16,909.772,-6105.52,6.37476,0.623283,-3.78299
34559,6.90974e-16,98.7089,7203.14,0,0.394243,242.584,-61.4792,140.68,841.484,-3323.27,945.32,-6320.4,6.59967,0.564055,-3.38574
34619,1.01841e-15,98.7089,7203.14,0,0.394928,246.13,-64.8097,137.813,842.49,-2921.65,977.258,-6511.08,6.79931,0.502672,-2.97553
34679,8.91911e-16,98.7089,7203.14,0,0.395612,249.676,-68.0796,134.217,843.388,-2508.84,1005.46,-6676.83,6.97291,0.439369,-2.55393
34739,9.50514e-16,98.7089,7203.14,0,0.396297,253.222,-71.2582,129.536,844.165,-2086.42,1029.83,-6817,7.11981,0.374387,-2.12254
34799,8.48673e-16,98.7089,7203.14,0,0.396981,256.768,-74.2912,123.172,844.809,-1656.02,1050.26,-6931.07,7.23945,0.307974,-1.68303
34859,9.32004e-16,98.7089,7203.14,0,0.397666,260.315,-77.0771,114.124,845.31,-1219.27,1066.68,-7018.6,7.33136,0.240385,-1.23707
34919,1.2952e-16,98.7089,7203.14,0,0.39835,263.861,-79.4199,100.842,845.661,-777.858,1079.02,-7079.26,7.39521,0.171877,-0.786376
34979,1.2952e-16,98.7089,7203.14,0,0.399035,267.407,-80.9689,81.8545,845.857,-333.465,1087.25,-7112.8,7.43073,0.102712,-0.33267
35039,6.36505e-18,98.7089,7203.14,0,0.399719,270.953,-81.2905,58.6824,845.894,112.205,1091.32,-7119.11,7.43781,0.033154,0.12231
35099,1.28403e-16,98.7089,7203.14,0,0.400403,274.499,-80.2623,37.2421,845.771,557.445,1091.22,-7098.15,7.4164,-0.036531,0.576822
35159,2.56805e-16,98.7089,7203.14,0,0.401088,278.045,-78.2327,21.4216,845.492,1000.55,1086.96,-7050.01,7.36659,-0.106077,1.02913
35219,1.32814e-16,98.7089,7203.14,0,0.401772,281.592,-75.6193,10.6367,845.059,1439.82,1078.54,-6974.88,7.28858,-0.175218,1.47749
35279,3.91146e-16,98.7089,7203.14,0,0.402457,285.138,-72.6836,3.18832,844.48,1873.58,1066,-6873.03,7.18265,-0.243691,1.92019
35339,6.78938e-17,98.7089,7203.14,0,0.403141,288.684,-69.5635,357.823,843.763,2300.17,1049.39,-6744.87,7.04923,-0.311233,2.35554
35399,6.78938e-17,98.7089,7203.14,0,0.403826,292.23,-66.3309,353.781,842.919,2717.95,1028.78,-6590.87,6.88881,-0.377587,2.78187
35459,1.86884e-16,98.7089,7203.14,0,0.40451,295.776,-63.0256,350.611,841.961,3125.32,1004.23,-6411.64,6.70201,-0.442499,3.19755
35519,1.45247e-16,98.7089,7203.14,0,0.405195,299.322,-59.6706,348.039,840.904,3520.72,975.847,-6207.85,6.48955,-0.505721,3.60098
35579,3.91146e-16,98.7089,7203.14,0,0.405879,302.868,-56.28,345.891,839.763,3902.64,943.736,-5980.3,6.25223,-0.567012,3.99063
35639,0,98.7089,7203.14,0,0.406564,306.415,-52.8629,344.052,838.556,4269.62,908.021,-5729.84,5.99098,-0.626138,4.36499
35699,1.86884e-16,98.7089,7203.14,0,0.407248,309.961,-49.4253,342.445,837.301,4620.25,868.837,-5457.44,5.70679,-0.682872,4.72264
35759,0,98.7089,7203.14,0,0.407932,313.507,-45.9715,341.016,836.018,4953.19,826.333,-5164.14,5.40074,-0.736999,5.0622
35819,9.50514e-16,98.7089,7203.14,0,0.408617,317.053,-42.5045,339.725,834.725,5267.16,780.673,-4851.06,5.07402,-0.78831,5.38237
35879,7.5779e-16,98.7089,7203.14,0,0.409301,320.599,-39.0266,338.542,833.443,5560.96,732.031,-4519.41,4.72786,-0.836612,5.68194
35939,1.28403e-16,98.7089,7203.14,0,0.409986,324.145,-35.5395,337.447,832.192,5833.47,680.593,-4170.45,4.3636,-0.881717,5.95975
35999,1.45247e-16,98.7089,7203.14,0,0.41067,327.692,-32.0446,336.422,830.991,6083.64,626.554,-3805.53,3.98264,-0.923456,6.21473
36059,2.65629e-16,98.7089,7203.14,0,0.411355,331.238,-28.543,335.453,829.857,6310.51,570.122,-3426.03,3.58642,-0.961667,6.44592
36119,7.5779e-16,98.7089,7203.14,0,0.412039,334.784,-25.0358,334.531,828.809,6513.22,511.512,-3033.4,3.17647,-0.996205,6.65242
36179,1.86884e-16,98.7089,7203.14,0,0.412724,338.33,-21.5237,333.645,827.863,6690.99,450.947,-2629.17,2.75436,-1.02694,6.83344
36239,1.28403e-16,98.7089,7203.14,0,0.413408,341.876,-18.0076,332.79,827.033,6843.14,388.66,-2214.86,2.32169,-1.05375,6.9883
36299,6.78938e-17,98.7089,7203.14,0,0.414093,345.422,-14.4883,331.957,826.333,6969.08,324.887,-1792.08,1.88014,-1.07654,7.1164
36359,9.51863e-16,98.7089,7203.14,0,0.414777,348.968,-10.9662,331.143,825.772,7068.34,259.873,-1362.43,1.43139,-1.09521,7.21725
36419,8.99593e-16,98.7089,7203.14,0,0.415461,352.515,-7.44223,330.342,825.36,7140.54,193.866,-927.56,0.977163,-1.1097,7.29046
36479,1.28403e-16,98.7089,7203.14,0,0.416146,356.061,-3.91691,329.55,825.103,7185.39,127.118,-489.141,0.51919,-1.11995,7.33575
36539,2.56825e-16,98.7089,7203.14,0,0.41683,359.607,-0.39088,328.762,825.005,7202.73,59.8842,-48.8493,0.0592291,-1.12593,7.35295
36599,1.28403e-16,98.7089,7203.14,0,0.417515,3.15306,3.13521,327.975,825.067,7192.48,-7.57913,391.63,-0.400958,-1.1276,7.34199
36659,1.38131e-16,98.7089,7203.14,0,0.418199,6.69921,6.66075,327.184,825.289,7154.7,-75.014,830.609,-0.85961,-1.12497,7.30291
36719,3.39469e-17,98.7089,7203.14,0,0.418884,10.2454,10.1851,326.385,825.667,7089.52,-142.163,1266.41,-1.31497,-1.11804,7.23587
36779,3.39469e-17,98.7089,7203.14,0,0.419568,13.7915,13.7076,325.574,826.196,6997.19,-208.769,1697.36,-1.7653,-1.10684,7.14113
36839,2.59039e-16,98.7089,7203.14,0,0.420253,17.3377,17.2277,324.746,826.866,6878.06,-274.578,2121.8,-2.20886,-1.09141,7.01903
36899,1.28403e-16,98.7089,7203.14,0,0.420937,20.8838,20.7445,323.896,827.669,6732.61,-339.34,2538.13,-2.64397,-1.07181,6.87006
36959,6.78938e-17,98.7089,7203.14,0,0.421621,24.43,24.2575,323.018,828.59,6561.37,-402.805,2944.73,-3.06895,-1.04812,6.69478
37019,6.78938e-17,98.7089,7203.14,0,0.422306,27.9761,27.7659,322.104,829.617,6365,-464.732,3340.06,-3.48218,-1.02043,6.49386
37079,6.78938e-17,98.7089,7203.14,0,0.42299,31.5223,31.2688,321.147,830.733,6144.27,-524.885,3722.6,-3.88208,-0.988835,6.26807
37139,6.78938e-17,98.7089,7203.14,0,0.423675,35.0684,34.7653,320.135,831.921,5900,-583.033,4090.88,-4.26711,-0.953464,6.01828
37199,1.45247e-16,98.7089,7203.14,0,0.424359,38.6146,38.2542,319.057,833.163,5633.14,-638.955,4443.5,-4.6358,-0.914452,5.74545
37259,2.90495e-16,98.7089,7203.14,0,0.425044,42.1607,41.7343,317.896,834.439,5344.72,-692.436,4779.1,-4.98674,-0.871946,5.45061
37319,1.35788e-16,98.7089,7203.14,0,0.425728,45.7069,45.2039,316.631,835.731,5035.83,-743.273,5096.39,-5.31859,-0.826109,5.1349
37379,2.03682e-16,98.7089,7203.14,0,0.426413,49.253,48.6609,315.235,837.018,4707.65,-791.271,5394.18,-5.63007,-0.777117,4.79952
37439,1.45247e-16,98.7089,7203.14,0,0.427097,52.7992,52.1024,313.671,838.281,4361.45,-836.247,5671.3,-5.91999,-0.725156,4.44577
37499,0,98.7089,7203.14,0,0.427782,56.3453,55.5245,311.89,839.5,3998.55,-878.03,5926.71,-6.18724,-0.670424,4.07499
37559,1.45247e-16,98.7089,7203.14,0,0.428466,59.8915,58.9216,309.818,840.658,3620.33,-916.459,6159.43,-6.4308,-0.613132,3.68861
37619,2.65629e-16,98.7089,7203.14,0,0.42915,63.4377,62.2855,307.353,841.735,3228.25,-951.387,6368.55,-6.64974,-0.553497,3.2881
37679,6.78938e-17,98.7089,7203.14,0,0.429835,66.9838,65.6034,304.335,842.716,2823.82,-982.682,6553.29,-6.84321,-0.491747,2.87501
37739,3.91146e-16,98.7089,7203.14,0,0.430519,70.53,68.8547,300.517,843.587,2408.57,-1010.22,6712.93,-7.01048,-0.428119,2.4509
37799,1.32814e-16,98.7089,7203.14,0,0.431204,74.0761,72.0045,295.497,844.333,1984.09,-1033.91,6846.87,-7.15091,-0.362855,2.0174
37859,1.32814e-16,98.7089,7203.14,0,0.431888,77.6223,74.9899,288.599,844.943,1552.02,-1053.64,6954.59,-7.26395,-0.296204,1.57618
37919,3.39469e-17,98.7089,7203.14,0,0.432573,81.1684,77.692,278.692,845.409,1114.01,-1069.35,7035.67,-7.34918,-0.228421,1.12893
37979,2.57366e-16,98.7089,7203.14,0,0.433257,84.7146,79.8822,264.126,845.723,671.728,-1080.98,7089.82,-7.40626,-0.159766,0.677351
38039,3.85232e-16,98.7089,7203.14,0,0.433942,88.2607,81.1721,243.792,845.88,226.877,-1088.47,7116.81,-7.43499,-0.0904992,0.223178
38099,2.56805e-16,98.7089,7203.14,0,0.434626,91.8069,81.1588,220.434,845.879,-218.844,-1091.81,7116.55,-7.43524,-0.0208865,-0.231848
38159,1.69735e-17,98.7089,7203.14,0,0.43531,95.353,79.8474,200.202,845.718,-663.726,-1090.98,7089.04,-7.40703,0.0488064,-0.685987
38219,1.69735e-17,98.7089,7203.14,0,0.435995,98.8992,77.6443,185.741,845.401,-1106.07,-1085.98,7034.38,-7.35045,0.118313,-1.1375
38279,8.8262e-16,98.7089,7203.14,0,0.436679,102.445,74.9352,175.906,844.933,-1544.17,-1076.83,6952.78,-7.26573,0.187369,-1.58466
38339,6.78938e-16,98.7089,7203.14,0,0.437364,105.991,71.9458,169.052,844.32,-1976.36,-1063.57,6844.56,-7.15318,0.25571,-2.02574
38399,2.03682e-16,98.7089,7203.14,0,0.438048,109.538,68.7936,164.06,843.571,-2400.99,-1046.25,6710.13,-7.01325,0.323074,-2.45907
38459,1.45247e-16,98.7089,7203.14,0,0.438733,113.084,65.5407,160.261,842.699,-2816.42,-1024.93,6550,-6.84645,0.389205,-2.88299
38519,0,98.7089,7203.14,0,0.439417,116.63,62.2218,157.255,841.715,-3221.06,-999.697,6364.79,-6.65345,0.453849,-3.29586
38579,1.45247e-16,98.7089,7203.14,0,0.440102,120.176,58.8572,154.798,840.636,-3613.38,-970.644,6155.21,-6.43496,0.516761,-3.69611
38639,1.45247e-16,98.7089,7203.14,0,0.440786,123.722,55.4595,152.733,839.478,-3991.85,-937.883,5922.05,-6.19184,0.577699,-4.08221
38699,1.86884e-16,98.7089,7203.14,0,0.441471,127.268,52.0369,150.957,838.257,-4355.04,-901.539,5666.22,-5.925,0.636431,-4.45268
38759,0,98.7089,7203.14,0,0.442155,130.815,48.5951,149.397,836.994,-4701.55,-861.752,5388.69,-5.63548,0.692733,-4.80609
38819,1.11624e-15,98.7089,7203.14,0,0.442839,134.361,45.1379,148.004,835.706,-5030.06,-818.672,5090.53,-5.32438,0.746389,-5.1411
38879,2.03682e-16,98.7089,7203.14,0,0.443524,137.907,41.6681,146.741,834.415,-5339.31,-772.466,4772.87,-4.99289,0.797195,-5.45643
38939,1.45247e-16,98.7089,7203.14,0,0.444208,141.453,38.1878,145.582,833.139,-5628.12,-723.308,4436.93,-4.64228,0.844955,-5.75085
38999,3.91146e-16,98.7089,7203.14,0,0.444893,144.999,34.6987,144.505,831.898,-5895.37,-671.387,4084,-4.2739,0.889489,-6.02326
39059,4.07363e-16,98.7089,7203.14,0,0.445577,148.545,31.2021,143.494,830.711,-6140.05,-616.901,3715.43,-3.88915,0.930626,-6.2726
39119,4.75257e-16,98.7089,7203.14,0,0.446262,152.091,27.6991,142.538,829.596,-6361.22,-560.059,3332.64,-3.4895,0.968208,-6.49792
39179,0,98.7089,7203.14,0,0.446946,155.638,24.1906,141.625,828.572,-6558.02,-501.077,2937.08,-3.0765,1.00209,-6.69836
39239,1.28403e-16,98.7089,7203.14,0,0.447631,159.184,20.6775,140.747,827.652,-6729.72,-440.18,2530.28,-2.65172,1.03215,-6.87314
39299,9.25517e-16,98.7089,7203.14,0,0.448315,162.73,17.1606,139.898,826.852,-6875.65,-377.601,2113.79,-2.21678,1.05826,-7.02161
39359,8.24782e-16,98.7089,7203.14,0,0.448999,166.276,13.6405,139.07,826.184,-6995.25,-313.58,1689.2,-1.77335,1.08034,-7.14319
39419,4.2712e-16,98.7089,7203.14,0,0.449684,169.822,10.1179,138.26,825.659,-7088.06,-248.361,1258.14,-1.32313,1.09828,-7.23741
39479,4.2712e-16,98.7089,7203.14,0,0.450368,173.368,6.59356,137.461,825.284,-7153.73,-182.192,822.266,-0.86785,1.11203,-7.30392
39539,8.91107e-16,98.7089,7203.14,0,0.451053,176.915,3.06801,136.67,825.064,-7192.01,-115.327,383.243,-0.409244,1.12154,-7.34246
39599,4.62667e-16,98.7089,7203.14,0,0.451737,180.461,-0.458088,135.883,825.005,-7202.75,-48.0203,-57.2482,0.0509294,1.12676,-7.35288
39659,4.75932e-16,98.7089,7203.14,0,0.452422,184.007,-3.98411,135.095,825.106,-7185.91,19.47,-497.52,0.510908,1.12767,-7.33515
39719,5.55193e-16,98.7089,7203.14,0,0.453106,187.553,-7.50941,134.302,825.366,-7141.55,86.8864,-935.886,0.968929,1.12428,-7.28932
39779,3.39469e-17,98.7089,7203.14,0,0.453791,191.099,-11.0334,133.501,825.781,-7069.85,153.971,-1370.67,1.42324,1.1166,-7.21558
39839,8.48673e-16,98.7089,7203.14,0,0.454475,194.645,-14.5554,132.687,826.345,-6971.08,220.469,-1800.2,1.8721,1.10465,-7.11421
39899,8.58332e-16,98.7089,7203.14,0,0.45516,198.191,-18.0747,131.854,827.048,-6845.61,286.125,-2222.84,2.3138,1.08848,-6.9856
39959,4.92297e-16,98.7089,7203.14,0,0.455844,201.738,-21.5907,130.998,827.88,-6693.92,350.688,-2636.97,2.74663,1.06815,-6.83024
40019,8.24782e-16,98.7089,7203.14,0,0.456528,205.284,-25.1027,130.112,828.828,-6516.61,413.913,-3041,3.16894,1.04374,-6.64872
40079,4.07363e-16,98.7089,7203.14,0,0.457213,208.83,-28.6098,129.188,829.878,-6314.34,475.557,-3433.39,3.57912,1.01534,-6.44174
40139,4.92297e-16,98.7089,7203.14,0,0.457897,212.376,-32.1112,128.219,831.013,-6087.9,535.385,-3812.62,3.9756,0.98307,-6.21009
40199,7.25883e-16,98.7089,7203.14,0,0.458582,215.922,-35.606,127.192,832.216,-5838.14,593.169,-4177.26,4.35685,0.947041,-5.95466
40259,4.07363e-16,98.7089,7203.14,0,0.459266,219.468,-39.093,126.096,833.468,-5566.03,648.687,-4525.9,4.72142,0.907394,-5.67643
40319,4.75257e-16,98.7089,7203.14,0,0.459951,223.015,-42.5707,124.912,834.75,-5272.6,701.728,-4857.21,5.06791,0.864282,-5.37646
40379,5.43151e-16,98.7089,7203.14,0,0.460635,226.561,-46.0375,123.618,836.042,-4958.99,752.089,-5169.92,5.395,0.817867,-5.0559
40439,8.8262e-16,98.7089,7203.14,0,0.46132,230.107,-49.491,122.186,837.325,-4626.38,799.577,-5462.83,5.70142,0.768328,-4.71598
40499,9.59147e-16,98.7089,7203.14,0,0.462004,233.653,-52.9282,120.575,838.579,-4276.06,844.012,-5734.82,5.98602,0.715854,-4.35801
40559,8.8262e-16,98.7089,7203.14,0,0.462688,237.199,-56.3449,118.731,839.785,-3909.37,885.224,-5984.85,6.24769,0.660645,-3.98334
40619,9.84594e-16,98.7089,7203.14,0,0.463373,240.745,-59.735,116.576,840.925,-3527.71,923.054,-6211.96,6.48544,0.602912,-3.59342
40679,8.14726e-16,98.7089,7203.14,0,0.464057,244.291,-63.0892,113.994,841.981,-3132.53,957.359,-6415.29,6.69835,0.542876,-3.18974
40739,9.59147e-16,98.7089,7203.14,0,0.464742,247.838,-66.3933,110.811,842.936,-2725.37,988.008,-6594.05,6.88562,0.480766,-2.77384
40799,1.63887e-16,98.7089,7203.14,0,0.465426,251.384,-69.6241,106.749,843.778,-2307.77,1014.88,-6747.55,7.04651,0.416819,-2.34732
40859,8.14726e-16,98.7089,7203.14,0,0.466111,254.93,-72.7416,101.352,844.492,-1881.33,1037.88,-6875.22,7.18043,0.351279,-1.91182
40919,9.19221e-16,98.7089,7203.14,0,0.466795,258.476,-75.6727,93.8535,845.069,-1447.69,1056.92,-6976.56,7.28685,0.284397,-1.46899
40979,8.91911e-16,98.7089,7203.14,0,0.46748,262.022,-78.278,82.9891,845.499,-1008.5,1071.91,-7051.18,7.36537,0.216428,-1.02054
41039,1.32814e-16,98.7089,7203.14,0,0.468164,265.568,-80.2928,67.0581,845.775,-565.452,1082.82,-7098.8,7.41569,0.147631,-0.568175
41099,4.24336e-18,98.7089,7203.14,0,0.468849,269.114,-81.2975,45.5309,845.894,-120.239,1089.58,-7119.24,7.43761,0.0782706,-0.113637
41159,2.57366e-16,98.7089,7203.14,0,0.469533,272.661,-80.9496,22.3907,845.855,325.433,1092.19,-7112.41,7.43105,0.0086103,0.341335
41219,1.69735e-17,98.7089,7203.14,0,0.470217,276.207,-79.3812,3.51432,845.656,769.86,1090.62,-7078.35,7.39603,-0.0610835,0.795
41279,1.0174e-15,98.7089,7203.14,0,0.470902,279.753,-77.0273,350.33,845.302,1211.34,1084.89,-7017.19,7.3327,-0.130544,1.24562
41339,2.76262e-16,98.7089,7203.14,0,0.471586,283.299,-74.2353,341.345,844.798,1648.18,1075.01,-6929.15,7.24128,-0.199507,1.69147
41399,1.35788e-16,98.7089,7203.14,0,0.472271,286.845,-71.1987,335.021,844.151,2078.71,1061.03,-6814.57,7.12214,-0.267709,2.13085
41459,1.28403e-16,98.7089,7203.14,0,0.472955,290.391,-68.018,330.365,843.372,2501.28,1043,-6673.9,6.97573,-0.334888,2.56206
41519,2.56805e-16,98.7089,7203.14,0,0.47364,293.938,-64.7467,326.786,842.471,2914.27,1020.98,-6507.68,6.8026,-0.400789,2.98346
41579,0,98.7089,7203.14,0,0.474324,297.484,-61.4153,323.931,841.464,3316.1,995.058,-6316.53,6.60343,-0.46516,3.39344
41639,8.8262e-16,98.7089,7203.14,0,0.475009,301.03,-58.0418,321.58,840.364,3705.23,965.337,-6101.2,6.37897,-0.527754,3.79042
41699,1.86884e-16,98.7089,7203.14,0,0.475693,304.576,-54.6375,319.593,839.189,4080.18,931.929,-5862.5,6.13008,-0.588333,4.17289
41759,8.14726e-16,98.7089,7203.14,0,0.476377,308.122,-51.2099,317.874,837.956,4439.5,894.961,-5601.35,5.85772,-0.646665,4.53938
41819,1.35788e-16,98.7089,7203.14,0,0.477062,311.668,-47.764,316.358,836.685,4781.82,854.574,-5318.75,5.56293,-0.702528,4.88848
41879,1.35788e-16,98.7089,7203.14,0,0.477746,315.214,-44.3035,314.999,835.395,5105.84,810.923,-5015.78,5.24684,-0.755708,5.21887
41939,1.45247e-16,98.7089,7203.14,0,0.478431,318.761,-40.831,313.764,834.105,5410.3,764.174,-4693.61,4.91066,-0.806001,5.52927
41999,6.78938e-17,98.7089,7203.14,0,0.479115,322.307,-37.3485,312.626,832.836,5694.04,714.505,-4353.46,4.55568,-0.853217,5.81849
42059,9.50514e-16,98.7089,7203.14,0,0.4798,325.853,-33.8575,311.566,831.606,5955.98,662.107,-3996.64,4.18325,-0.897174,6.08544
42119,1.28403e-16,98.7089,7203.14,0,0.480484,329.399,-30.3592,310.57,830.435,6195.11,607.18,-3624.52,3.7948,-0.937704,6.32908
42179,1.35788e-16,98.7089,7203.14,0,0.481169,332.945,-26.8548,309.624,829.341,6410.52,549.933,-3238.51,3.39182,-0.974653,6.54848
42239,1.02647e-15,98.7089,7203.14,0,0.481853,336.491,-23.3452,308.721,828.34,6601.39,490.584,-2840.11,2.97585,-1.00788,6.74281
42299,8.8262e-16,98.7089,7203.14,0,0.482538,340.038,-19.8311,307.85,827.448,6766.97,429.362,-2430.83,2.54849,-1.03726,6.91132
42359,9.19221e-16,98.7089,7203.14,0,0.483222,343.584,-16.3133,307.007,826.679,6906.65,366.498,-2012.24,2.11137,-1.06267,7.05336
42419,6.78938e-17,98.7089,7203.14,0,0.483906,347.13,-12.7926,306.184,826.045,7019.88,302.235,-1585.94,1.66617,-1.08403,7.16839
42479,0,98.7089,7203.14,0,0.484591,350.676,-9.26954,305.377,825.554,7106.22,236.816,-1153.58,1.21458,-1.10124,7.25597
42539,8.99593e-16,98.7089,7203.14,0,0.485275,354.222,-5.74483,304.58,825.216,7165.36,170.492,-716.79,0.758348,-1.11425,7.31576
42599,8.78377e-16,98.7089,7203.14,0,0.48596,357.768,-2.21909,303.791,825.036,7197.06,103.516,-277.26,0.299209,-1.12301,7.34754
42659,3.85302e-16,98.7089,7203.14,0,0.486644,1.31446,1.30705,303.003,825.015,7201.2,36.1448,163.333,-0.161076,-1.12747,7.35118
42719,2.57366e-16,98.7089,7203.14,0,0.487329,4.86062,4.83296,302.215,825.154,7177.76,-31.3655,603.3,-0.620744,-1.12763,7.32668
42779,1.38131e-16,98.7089,7203.14,0,0.488013,8.40677,8.358,301.421,825.452,7126.84,-98.7565,1040.96,-1.07803,-1.12348,7.27411
